Table name,State,District,Area Name,Last residence,"Last residence
Total/Rural/Urban/Country","Place of enumeration
Total/Rural/Urban",Total migrants-Persons,Total migrants-Males,Total migrants-Females,Duration (<1 year)-Persons,Duration (<1 year)-Males,Duration (<1 year)-Females,Duration (1-4 years)-Persons,Duration (1-4 years)-Males,Duration (1-4 years)-Females,Duration (5-9 years)-Persons,Duration (5-9 years)-Males,Duration (5-9 years)-Females,Duration (10-19 years)-Persons,Duration (10-19 years)-Males,Duration (10-19 years)-Females,Duration (20+ years)-Persons,Duration (20+ years)-Males,Duration (20+ years)-Females,Duration (not stated)-Persons,Duration (not stated)-Males,Duration (not stated)-Females
D0302,0.0,0.0,INDIA,Gujarat,Total,Urban,1221539.0,569113.0,652426.0,52905.0,26934.0,25971.0,186961.0,85543.0,101418.0,156755.0,69862.0,86893.0,233544.0,100484.0,133060.0,512890.0,248709.0,264181.0,78484.0,37581.0,40903.0
D0302,0.0,0.0,INDIA,Gujarat,Rural,Total,699056.0,284512.0,414544.0,32044.0,16791.0,15253.0,90992.0,35893.0,55099.0,84969.0,31491.0,53478.0,141331.0,51230.0,90101.0,328538.0,140417.0,188121.0,21182.0,8690.0,12492.0
D0302,0.0,0.0,INDIA,Gujarat,Rural,Rural,201819.0,40649.0,161170.0,15576.0,8240.0,7336.0,31219.0,8164.0,23055.0,28140.0,5472.0,22668.0,43316.0,6757.0,36559.0,74743.0,9188.0,65555.0,8825.0,2828.0,5997.0
D0302,0.0,0.0,INDIA,Gujarat,Rural,Urban,497237.0,243863.0,253374.0,16468.0,8551.0,7917.0,59773.0,27729.0,32044.0,56829.0,26019.0,30810.0,98015.0,44473.0,53542.0,253795.0,131229.0,122566.0,12357.0,5862.0,6495.0
D0302,0.0,0.0,INDIA,Gujarat,Urban,Total,781433.0,360708.0,420725.0,70796.0,46158.0,24638.0,148498.0,68096.0,80402.0,112244.0,48749.0,63495.0,147334.0,59979.0,87355.0,245200.0,109513.0,135687.0,57361.0,28213.0,29148.0
D0302,0.0,0.0,INDIA,Gujarat,Urban,Rural,128265.0,68750.0,59515.0,36228.0,28656.0,7572.0,27101.0,12779.0,14322.0,18033.0,7433.0,10600.0,21003.0,8084.0,12919.0,16926.0,6416.0,10510.0,8974.0,5382.0,3592.0
D0302,0.0,0.0,INDIA,Gujarat,Urban,Urban,653168.0,291958.0,361210.0,34568.0,17502.0,17066.0,121397.0,55317.0,66080.0,94211.0,41316.0,52895.0,126331.0,51895.0,74436.0,228274.0,103097.0,125177.0,48387.0,22831.0,25556.0
D0302,0.0,0.0,INDIA,Daman & Diu,Total,Total,18906.0,6830.0,12076.0,1202.0,638.0,564.0,3512.0,1597.0,1915.0,2613.0,951.0,1662.0,3973.0,1195.0,2778.0,5867.0,1681.0,4186.0,1739.0,768.0,971.0
D0302,0.0,0.0,INDIA,Daman & Diu,Total,Rural,8027.0,2285.0,5742.0,453.0,223.0,230.0,1102.0,391.0,711.0,1053.0,290.0,763.0,1861.0,418.0,1443.0,2694.0,579.0,2115.0,864.0,384.0,480.0
D0302,0.0,0.0,INDIA,Daman & Diu,Total,Urban,10879.0,4545.0,6334.0,749.0,415.0,334.0,2410.0,1206.0,1204.0,1560.0,661.0,899.0,2112.0,777.0,1335.0,3173.0,1102.0,2071.0,875.0,384.0,491.0
D0302,0.0,0.0,INDIA,Daman & Diu,Rural,Total,6929.0,1856.0,5073.0,303.0,142.0,161.0,1025.0,371.0,654.0,898.0,249.0,649.0,1603.0,347.0,1256.0,2680.0,591.0,2089.0,420.0,156.0,264.0
D0302,0.0,0.0,INDIA,Daman & Diu,Rural,Rural,3860.0,760.0,3100.0,139.0,56.0,83.0,492.0,128.0,364.0,482.0,97.0,385.0,967.0,155.0,812.0,1531.0,247.0,1284.0,249.0,77.0,172.0
D0302,0.0,0.0,INDIA,Daman & Diu,Rural,Urban,3069.0,1096.0,1973.0,164.0,86.0,78.0,533.0,243.0,290.0,416.0,152.0,264.0,636.0,192.0,444.0,1149.0,344.0,805.0,171.0,79.0,92.0
D0302,0.0,0.0,INDIA,Daman & Diu,Urban,Total,11020.0,4548.0,6472.0,871.0,484.0,387.0,2407.0,1186.0,1221.0,1655.0,681.0,974.0,2291.0,820.0,1471.0,3038.0,1039.0,1999.0,758.0,338.0,420.0
D0302,0.0,0.0,INDIA,Daman & Diu,Urban,Rural,3708.0,1298.0,2410.0,306.0,164.0,142.0,593.0,254.0,339.0,552.0,187.0,365.0,879.0,257.0,622.0,1121.0,323.0,798.0,257.0,113.0,144.0
D0302,0.0,0.0,INDIA,Daman & Diu,Urban,Urban,7312.0,3250.0,4062.0,565.0,320.0,245.0,1814.0,932.0,882.0,1103.0,494.0,609.0,1412.0,563.0,849.0,1917.0,716.0,1201.0,501.0,225.0,276.0
D0302,0.0,0.0,INDIA,Dadra & Nagar Haveli,Total,Total,16635.0,4368.0,12267.0,931.0,465.0,466.0,3323.0,1211.0,2112.0,2528.0,714.0,1814.0,3485.0,685.0,2800.0,4667.0,617.0,4050.0,1701.0,676.0,1025.0
D0302,0.0,0.0,INDIA,Dadra & Nagar Haveli,Total,Rural,10723.0,1721.0,9002.0,431.0,175.0,256.0,1762.0,416.0,1346.0,1497.0,216.0,1281.0,2337.0,255.0,2082.0,3603.0,276.0,3327.0,1093.0,383.0,710.0
D0302,0.0,0.0,INDIA,Dadra & Nagar Haveli,Total,Urban,5912.0,2647.0,3265.0,500.0,290.0,210.0,1561.0,795.0,766.0,1031.0,498.0,533.0,1148.0,430.0,718.0,1064.0,341.0,723.0,608.0,293.0,315.0
D0302,0.0,0.0,INDIA,Dadra & Nagar Haveli,Rural,Total,10798.0,1820.0,8978.0,383.0,136.0,247.0,1873.0,493.0,1380.0,1595.0,311.0,1284.0,2507.0,325.0,2182.0,3788.0,368.0,3420.0,652.0,187.0,465.0
D0302,0.0,0.0,INDIA,Dadra & Nagar Haveli,Rural,Rural,8694.0,1027.0,7667.0,267.0,77.0,190.0,1408.0,268.0,1140.0,1261.0,150.0,1111.0,2020.0,172.0,1848.0,3214.0,221.0,2993.0,524.0,139.0,385.0
D0302,0.0,0.0,INDIA,Dadra & Nagar Haveli,Rural,Urban,2104.0,793.0,1311.0,116.0,59.0,57.0,465.0,225.0,240.0,334.0,161.0,173.0,487.0,153.0,334.0,574.0,147.0,427.0,128.0,48.0,80.0
D0302,0.0,0.0,INDIA,Dadra & Nagar Haveli,Urban,Total,4852.0,2154.0,2698.0,509.0,310.0,199.0,1375.0,692.0,683.0,862.0,384.0,478.0,913.0,347.0,566.0,750.0,218.0,532.0,443.0,203.0,240.0
D0302,0.0,0.0,INDIA,Dadra & Nagar Haveli,Urban,Rural,1424.0,493.0,931.0,159.0,96.0,63.0,320.0,146.0,174.0,192.0,59.0,133.0,275.0,80.0,195.0,306.0,45.0,261.0,172.0,67.0,105.0
D0302,0.0,0.0,INDIA,Dadra & Nagar Haveli,Urban,Urban,3428.0,1661.0,1767.0,350.0,214.0,136.0,1055.0,546.0,509.0,670.0,325.0,345.0,638.0,267.0,371.0,444.0,173.0,271.0,271.0,136.0,135.0
D0302,0.0,0.0,INDIA,Maharashtra,Total,Total,3068231.0,1214092.0,1854139.0,219296.0,114847.0,104449.0,562254.0,227474.0,334780.0,470428.0,182244.0,288184.0,646917.0,240337.0,406580.0,899235.0,326532.0,572703.0,270101.0,122658.0,147443.0
D0302,0.0,0.0,INDIA,Maharashtra,Total,Rural,1016786.0,299661.0,717125.0,102831.0,57695.0,45136.0,162674.0,50656.0,112018.0,145618.0,39525.0,106093.0,206850.0,50781.0,156069.0,315148.0,65088.0,250060.0,83665.0,35916.0,47749.0
D0302,0.0,0.0,INDIA,Maharashtra,Total,Urban,2051445.0,914431.0,1137014.0,116465.0,57152.0,59313.0,399580.0,176818.0,222762.0,324810.0,142719.0,182091.0,440067.0,189556.0,250511.0,584087.0,261444.0,322643.0,186436.0,86742.0,99694.0
D0302,0.0,0.0,INDIA,Maharashtra,Rural,Total,1320785.0,467965.0,852820.0,91336.0,43631.0,47705.0,216468.0,78224.0,138244.0,202975.0,72567.0,130408.0,294180.0,100459.0,193721.0,450140.0,145078.0,305062.0,65686.0,28006.0,37680.0
D0302,0.0,0.0,INDIA,Maharashtra,Rural,Rural,636391.0,144746.0,491645.0,54964.0,26142.0,28822.0,92849.0,22761.0,70088.0,89050.0,19247.0,69803.0,134642.0,26324.0,108318.0,235539.0,39854.0,195685.0,29347.0,10418.0,18929.0
D0302,0.0,0.0,INDIA,Maharashtra,Rural,Urban,684394.0,323219.0,361175.0,36372.0,17489.0,18883.0,123619.0,55463.0,68156.0,113925.0,53320.0,60605.0,159538.0,74135.0,85403.0,214601.0,105224.0,109377.0,36339.0,17588.0,18751.0
D0302,0.0,0.0,INDIA,Maharashtra,Urban,Total,1570326.0,670322.0,900004.0,120081.0,67385.0,52696.0,326278.0,141592.0,184686.0,249352.0,102520.0,146832.0,331795.0,131620.0,200175.0,418748.0,170248.0,248500.0,124072.0,56957.0,67115.0
D0302,0.0,0.0,INDIA,Maharashtra,Urban,Rural,319808.0,133476.0,186332.0,44716.0,30065.0,14651.0,64957.0,26597.0,38360.0,52050.0,19166.0,32884.0,66513.0,23083.0,43430.0,69642.0,23354.0,46288.0,21930.0,11211.0,10719.0
D0302,0.0,0.0,INDIA,Maharashtra,Urban,Urban,1250518.0,536846.0,713672.0,75365.0,37320.0,38045.0,261321.0,114995.0,146326.0,197302.0,83354.0,113948.0,265282.0,108537.0,156745.0,349106.0,146894.0,202212.0,102142.0,45746.0,56396.0
D0302,0.0,0.0,INDIA,Andhra Pradesh,Total,Total,2030004.0,834468.0,1195536.0,137280.0,70049.0,67231.0,414202.0,182693.0,231509.0,315011.0,130579.0,184432.0,384728.0,146574.0,238154.0,576322.0,215477.0,360845.0,202461.0,89096.0,113365.0
D0302,0.0,0.0,INDIA,Andhra Pradesh,Total,Rural,587273.0,158638.0,428635.0,42140.0,21563.0,20577.0,98247.0,31757.0,66490.0,82309.0,21602.0,60707.0,112348.0,24518.0,87830.0,202525.0,40992.0,161533.0,49704.0,18206.0,31498.0
D0302,0.0,0.0,INDIA,Andhra Pradesh,Total,Urban,1442731.0,675830.0,766901.0,95140.0,48486.0,46654.0,315955.0,150936.0,165019.0,232702.0,108977.0,123725.0,272380.0,122056.0,150324.0,373797.0,174485.0,199312.0,152757.0,70890.0,81867.0
D0302,0.0,0.0,INDIA,Andhra Pradesh,Rural,Total,957813.0,356127.0,601686.0,55299.0,27125.0,28174.0,169428.0,67552.0,101876.0,151081.0,57749.0,93332.0,201059.0,70819.0,130240.0,333079.0,113797.0,219282.0,47867.0,19085.0,28782.0
D0302,0.0,0.0,INDIA,Andhra Pradesh,Rural,Rural,428367.0,101399.0,326968.0,24856.0,11599.0,13257.0,66511.0,18958.0,47553.0,60826.0,14520.0,46306.0,87153.0,17212.0,69941.0,168455.0,32518.0,135937.0,20566.0,6592.0,13974.0
D0302,0.0,0.0,INDIA,Andhra Pradesh,Rural,Urban,529446.0,254728.0,274718.0,30443.0,15526.0,14917.0,102917.0,48594.0,54323.0,90255.0,43229.0,47026.0,113906.0,53607.0,60299.0,164624.0,81279.0,83345.0,27301.0,12493.0,14808.0
D0302,0.0,0.0,INDIA,Andhra Pradesh,Urban,Total,931689.0,420383.0,511306.0,75566.0,39906.0,35660.0,227057.0,107732.0,119325.0,148877.0,66771.0,82106.0,166812.0,69449.0,97363.0,214744.0,91505.0,123239.0,98633.0,45020.0,53613.0
D0302,0.0,0.0,INDIA,Andhra Pradesh,Urban,Rural,113340.0,42961.0,70379.0,15173.0,9024.0,6149.0,26950.0,11288.0,15662.0,17381.0,6016.0,11365.0,20414.0,6222.0,14192.0,24376.0,6539.0,17837.0,9046.0,3872.0,5174.0
D0302,0.0,0.0,INDIA,Andhra Pradesh,Urban,Urban,818349.0,377422.0,440927.0,60393.0,30882.0,29511.0,200107.0,96444.0,103663.0,131496.0,60755.0,70741.0,146398.0,63227.0,83171.0,190368.0,84966.0,105402.0,89587.0,41148.0,48439.0
D0302,0.0,0.0,INDIA,Karnataka,Total,Total,2502956.0,986004.0,1516952.0,164169.0,80287.0,83882.0,430730.0,174282.0,256448.0,362106.0,137411.0,224695.0,528689.0,194041.0,334648.0,779396.0,299196.0,480200.0,237866.0,100787.0,137079.0
D0302,0.0,0.0,INDIA,Karnataka,Total,Rural,980001.0,289723.0,690278.0,77714.0,37678.0,40036.0,155034.0,49247.0,105787.0,139597.0,39719.0,99878.0,210246.0,55607.0,154639.0,295598.0,69457.0,226141.0,101812.0,38015.0,63797.0
D0302,0.0,0.0,INDIA,Karnataka,Total,Urban,1522955.0,696281.0,826674.0,86455.0,42609.0,43846.0,275696.0,125035.0,150661.0,222509.0,97692.0,124817.0,318443.0,138434.0,180009.0,483798.0,229739.0,254059.0,136054.0,62772.0,73282.0
D0302,0.0,0.0,INDIA,Karnataka,Rural,Total,1346447.0,494728.0,851719.0,88848.0,42372.0,46476.0,214655.0,80689.0,133966.0,196831.0,70131.0,126700.0,306102.0,106031.0,200071.0,469220.0,168191.0,301029.0,70791.0,27314.0,43477.0
D0302,0.0,0.0,INDIA,Karnataka,Rural,Rural,694917.0,186156.0,508761.0,53630.0,24905.0,28725.0,105197.0,30578.0,74619.0,99477.0,25989.0,73488.0,157397.0,38518.0,118879.0,237897.0,52381.0,185516.0,41319.0,13785.0,27534.0
D0302,0.0,0.0,INDIA,Karnataka,Rural,Urban,651530.0,308572.0,342958.0,35218.0,17467.0,17751.0,109458.0,50111.0,59347.0,97354.0,44142.0,53212.0,148705.0,67513.0,81192.0,231323.0,115810.0,115513.0,29472.0,13529.0,15943.0
D0302,0.0,0.0,INDIA,Karnataka,Urban,Total,993622.0,425963.0,567659.0,68960.0,34994.0,33966.0,200203.0,87592.0,112611.0,151228.0,62144.0,89084.0,204144.0,81494.0,122650.0,277874.0,119298.0,158576.0,91213.0,40441.0,50772.0
D0302,0.0,0.0,INDIA,Karnataka,Urban,Rural,213826.0,80505.0,133321.0,21502.0,11712.0,9790.0,43848.0,17008.0,26840.0,34858.0,12422.0,22436.0,45940.0,15547.0,30393.0,47455.0,15346.0,32109.0,20223.0,8470.0,11753.0
D0302,0.0,0.0,INDIA,Karnataka,Urban,Urban,779796.0,345458.0,434338.0,47458.0,23282.0,24176.0,156355.0,70584.0,85771.0,116370.0,49722.0,66648.0,158204.0,65947.0,92257.0,230419.0,103952.0,126467.0,70990.0,31971.0,39019.0
D0302,0.0,0.0,INDIA,Goa,Total,Total,106196.0,44464.0,61732.0,7347.0,3910.0,3437.0,20485.0,9088.0,11397.0,14365.0,5848.0,8517.0,17977.0,6943.0,11034.0,36796.0,14247.0,22549.0,9226.0,4428.0,4798.0
D0302,0.0,0.0,INDIA,Goa,Total,Rural,30885.0,12024.0,18861.0,3002.0,1798.0,1204.0,5648.0,2388.0,3260.0,4642.0,1714.0,2928.0,6147.0,2083.0,4064.0,7662.0,2109.0,5553.0,3784.0,1932.0,1852.0
D0302,0.0,0.0,INDIA,Goa,Total,Urban,75311.0,32440.0,42871.0,4345.0,2112.0,2233.0,14837.0,6700.0,8137.0,9723.0,4134.0,5589.0,11830.0,4860.0,6970.0,29134.0,12138.0,16996.0,5442.0,2496.0,2946.0
D0302,0.0,0.0,INDIA,Goa,Rural,Total,28415.0,10261.0,18154.0,1448.0,706.0,742.0,3864.0,1525.0,2339.0,3347.0,1154.0,2193.0,5169.0,1639.0,3530.0,13649.0,4829.0,8820.0,938.0,408.0,530.0
D0302,0.0,0.0,INDIA,Goa,Rural,Rural,12049.0,3361.0,8688.0,822.0,389.0,433.0,1843.0,629.0,1214.0,1747.0,512.0,1235.0,2682.0,697.0,1985.0,4397.0,897.0,3500.0,558.0,237.0,321.0
D0302,0.0,0.0,INDIA,Goa,Rural,Urban,16366.0,6900.0,9466.0,626.0,317.0,309.0,2021.0,896.0,1125.0,1600.0,642.0,958.0,2487.0,942.0,1545.0,9252.0,3932.0,5320.0,380.0,171.0,209.0
D0302,0.0,0.0,INDIA,Goa,Urban,Total,69177.0,30498.0,38679.0,5668.0,3095.0,2573.0,15963.0,7299.0,8664.0,10465.0,4476.0,5989.0,12097.0,5053.0,7044.0,20474.0,8447.0,12027.0,4510.0,2128.0,2382.0
D0302,0.0,0.0,INDIA,Goa,Urban,Rural,15393.0,7126.0,8267.0,2093.0,1360.0,733.0,3606.0,1682.0,1924.0,2700.0,1145.0,1555.0,3214.0,1321.0,1893.0,2873.0,1146.0,1727.0,907.0,472.0,435.0
D0302,0.0,0.0,INDIA,Goa,Urban,Urban,53784.0,23372.0,30412.0,3575.0,1735.0,1840.0,12357.0,5617.0,6740.0,7765.0,3331.0,4434.0,8883.0,3732.0,5151.0,17601.0,7301.0,10300.0,3603.0,1656.0,1947.0
D0302,0.0,0.0,INDIA,Lakshadweep,Total,Total,15680.0,8566.0,7114.0,713.0,406.0,307.0,1817.0,889.0,928.0,1067.0,441.0,626.0,1321.0,482.0,839.0,1764.0,544.0,1220.0,8998.0,5804.0,3194.0
D0302,0.0,0.0,INDIA,Lakshadweep,Total,Rural,9643.0,5231.0,4412.0,229.0,97.0,132.0,542.0,191.0,351.0,386.0,85.0,301.0,610.0,111.0,499.0,988.0,159.0,829.0,6888.0,4588.0,2300.0
D0302,0.0,0.0,INDIA,Lakshadweep,Total,Urban,6037.0,3335.0,2702.0,484.0,309.0,175.0,1275.0,698.0,577.0,681.0,356.0,325.0,711.0,371.0,340.0,776.0,385.0,391.0,2110.0,1216.0,894.0
D0302,0.0,0.0,INDIA,Lakshadweep,Rural,Total,5641.0,2465.0,3176.0,430.0,260.0,170.0,1093.0,521.0,572.0,630.0,225.0,405.0,796.0,223.0,573.0,1125.0,238.0,887.0,1567.0,998.0,569.0
D0302,0.0,0.0,INDIA,Lakshadweep,Rural,Rural,3654.0,1350.0,2304.0,161.0,73.0,88.0,429.0,146.0,283.0,333.0,62.0,271.0,506.0,75.0,431.0,856.0,113.0,743.0,1369.0,881.0,488.0
D0302,0.0,0.0,INDIA,Lakshadweep,Rural,Urban,1987.0,1115.0,872.0,269.0,187.0,82.0,664.0,375.0,289.0,297.0,163.0,134.0,290.0,148.0,142.0,269.0,125.0,144.0,198.0,117.0,81.0
D0302,0.0,0.0,INDIA,Lakshadweep,Urban,Total,2855.0,1483.0,1372.0,195.0,108.0,87.0,520.0,267.0,253.0,343.0,176.0,167.0,385.0,197.0,188.0,442.0,206.0,236.0,970.0,529.0,441.0
D0302,0.0,0.0,INDIA,Lakshadweep,Urban,Rural,348.0,171.0,177.0,25.0,13.0,12.0,64.0,31.0,33.0,26.0,14.0,12.0,44.0,15.0,29.0,43.0,12.0,31.0,146.0,86.0,60.0
D0302,0.0,0.0,INDIA,Lakshadweep,Urban,Urban,2507.0,1312.0,1195.0,170.0,95.0,75.0,456.0,236.0,220.0,317.0,162.0,155.0,341.0,182.0,159.0,399.0,194.0,205.0,824.0,443.0,381.0
D0302,0.0,0.0,INDIA,Kerala,Total,Total,1291325.0,595294.0,696031.0,74058.0,36146.0,37912.0,263882.0,115308.0,148574.0,183262.0,81100.0,102162.0,246482.0,108876.0,137606.0,393298.0,192064.0,201234.0,130343.0,61800.0,68543.0
D0302,0.0,0.0,INDIA,Kerala,Total,Rural,197481.0,82542.0,114939.0,16842.0,9090.0,7752.0,46449.0,19557.0,26892.0,28090.0,10818.0,17272.0,36336.0,13718.0,22618.0,55451.0,22476.0,32975.0,14313.0,6883.0,7430.0
D0302,0.0,0.0,INDIA,Kerala,Total,Urban,1093844.0,512752.0,581092.0,57216.0,27056.0,30160.0,217433.0,95751.0,121682.0,155172.0,70282.0,84890.0,210146.0,95158.0,114988.0,337847.0,169588.0,168259.0,116030.0,54917.0,61113.0
D0302,0.0,0.0,INDIA,Kerala,Rural,Total,497217.0,226847.0,270370.0,27664.0,13594.0,14070.0,97292.0,41779.0,55513.0,69683.0,30269.0,39414.0,104236.0,45192.0,59044.0,174962.0,85106.0,89856.0,23380.0,10907.0,12473.0
D0302,0.0,0.0,INDIA,Kerala,Rural,Rural,123568.0,49881.0,73687.0,9461.0,4936.0,4525.0,27740.0,11376.0,16364.0,17622.0,6634.0,10988.0,24081.0,8777.0,15304.0,39440.0,15619.0,23821.0,5224.0,2539.0,2685.0
D0302,0.0,0.0,INDIA,Kerala,Rural,Urban,373649.0,176966.0,196683.0,18203.0,8658.0,9545.0,69552.0,30403.0,39149.0,52061.0,23635.0,28426.0,80155.0,36415.0,43740.0,135522.0,69487.0,66035.0,18156.0,8368.0,9788.0
D0302,0.0,0.0,INDIA,Kerala,Urban,Total,708298.0,329747.0,378551.0,42769.0,20843.0,21926.0,155162.0,68860.0,86302.0,105402.0,47546.0,57856.0,131840.0,59279.0,72561.0,198669.0,98079.0,100590.0,74456.0,35140.0,39316.0
D0302,0.0,0.0,INDIA,Kerala,Urban,Rural,57771.0,26067.0,31704.0,6437.0,3693.0,2744.0,15914.0,7143.0,8771.0,8712.0,3548.0,5164.0,10180.0,4206.0,5974.0,12496.0,5533.0,6963.0,4032.0,1944.0,2088.0
D0302,0.0,0.0,INDIA,Kerala,Urban,Urban,650527.0,303680.0,346847.0,36332.0,17150.0,19182.0,139248.0,61717.0,77531.0,96690.0,43998.0,52692.0,121660.0,55073.0,66587.0,186173.0,92546.0,93627.0,70424.0,33196.0,37228.0
D0302,0.0,0.0,INDIA,Tamil Nadu,Total,Total,1985157.0,923425.0,1061732.0,111575.0,57729.0,53846.0,362077.0,170243.0,191834.0,300415.0,140266.0,160149.0,407683.0,182692.0,224991.0,616837.0,285719.0,331118.0,186570.0,86776.0,99794.0
D0302,0.0,0.0,INDIA,Tamil Nadu,Total,Rural,498594.0,193362.0,305232.0,33660.0,18072.0,15588.0,84705.0,35297.0,49408.0,72253.0,28450.0,43803.0,105013.0,38374.0,66639.0,165163.0,57335.0,107828.0,37800.0,15834.0,21966.0
D0302,0.0,0.0,INDIA,Tamil Nadu,Total,Urban,1486563.0,730063.0,756500.0,77915.0,39657.0,38258.0,277372.0,134946.0,142426.0,228162.0,111816.0,116346.0,302670.0,144318.0,158352.0,451674.0,228384.0,223290.0,148770.0,70942.0,77828.0
D0302,0.0,0.0,INDIA,Tamil Nadu,Rural,Total,833434.0,376908.0,456526.0,41927.0,21247.0,20680.0,135591.0,61758.0,73833.0,123450.0,55958.0,67492.0,187945.0,82303.0,105642.0,304946.0,137902.0,167044.0,39575.0,17740.0,21835.0
D0302,0.0,0.0,INDIA,Tamil Nadu,Rural,Rural,320708.0,117779.0,202929.0,18288.0,9159.0,9129.0,51223.0,20573.0,30650.0,46259.0,17623.0,28636.0,70581.0,24623.0,45958.0,120867.0,40512.0,80355.0,13490.0,5289.0,8201.0
D0302,0.0,0.0,INDIA,Tamil Nadu,Rural,Urban,512726.0,259129.0,253597.0,23639.0,12088.0,11551.0,84368.0,41185.0,43183.0,77191.0,38335.0,38856.0,117364.0,57680.0,59684.0,184079.0,97390.0,86689.0,26085.0,12451.0,13634.0
D0302,0.0,0.0,INDIA,Tamil Nadu,Urban,Total,1015261.0,484746.0,530515.0,64686.0,34072.0,30614.0,211916.0,102079.0,109837.0,164162.0,78717.0,85445.0,203572.0,93457.0,110115.0,283763.0,135860.0,147903.0,87162.0,40561.0,46601.0
D0302,0.0,0.0,INDIA,Tamil Nadu,Urban,Rural,143170.0,62209.0,80961.0,13919.0,8231.0,5688.0,29578.0,13167.0,16411.0,22718.0,9603.0,13115.0,30363.0,12268.0,18095.0,37293.0,14646.0,22647.0,9299.0,4294.0,5005.0
D0302,0.0,0.0,INDIA,Tamil Nadu,Urban,Urban,872091.0,422537.0,449554.0,50767.0,25841.0,24926.0,182338.0,88912.0,93426.0,141444.0,69114.0,72330.0,173209.0,81189.0,92020.0,246470.0,121214.0,125256.0,77863.0,36267.0,41596.0
D0302,0.0,0.0,INDIA,Puducherry,Total,Total,288834.0,121467.0,167367.0,13101.0,5967.0,7134.0,50755.0,21403.0,29352.0,46481.0,19261.0,27220.0,60822.0,24368.0,36454.0,59947.0,22144.0,37803.0,57728.0,28324.0,29404.0
D0302,0.0,0.0,INDIA,Puducherry,Total,Rural,159399.0,65144.0,94255.0,6750.0,3076.0,3674.0,26224.0,10656.0,15568.0,25815.0,10406.0,15409.0,33542.0,13004.0,20538.0,30916.0,9728.0,21188.0,36152.0,18274.0,17878.0
D0302,0.0,0.0,INDIA,Puducherry,Total,Urban,129435.0,56323.0,73112.0,6351.0,2891.0,3460.0,24531.0,10747.0,13784.0,20666.0,8855.0,11811.0,27280.0,11364.0,15916.0,29031.0,12416.0,16615.0,21576.0,10050.0,11526.0
D0302,0.0,0.0,INDIA,Puducherry,Rural,Total,72163.0,23819.0,48344.0,3040.0,1249.0,1791.0,12383.0,4386.0,7997.0,11562.0,4048.0,7514.0,16579.0,5389.0,11190.0,21086.0,5312.0,15774.0,7513.0,3435.0,4078.0
D0302,0.0,0.0,INDIA,Puducherry,Rural,Rural,57863.0,18194.0,39669.0,2358.0,961.0,1397.0,9634.0,3276.0,6358.0,9369.0,3182.0,6187.0,13418.0,4194.0,9224.0,16702.0,3650.0,13052.0,6382.0,2931.0,3451.0
D0302,0.0,0.0,INDIA,Puducherry,Rural,Urban,14300.0,5625.0,8675.0,682.0,288.0,394.0,2749.0,1110.0,1639.0,2193.0,866.0,1327.0,3161.0,1195.0,1966.0,4384.0,1662.0,2722.0,1131.0,504.0,627.0
D0302,0.0,0.0,INDIA,Puducherry,Urban,Total,189284.0,84759.0,104525.0,9717.0,4586.0,5131.0,37318.0,16635.0,20683.0,34023.0,14877.0,19146.0,43103.0,18566.0,24537.0,37193.0,16325.0,20868.0,27930.0,13770.0,14160.0
D0302,0.0,0.0,INDIA,Puducherry,Urban,Rural,83106.0,38043.0,45063.0,4243.0,2064.0,2179.0,16124.0,7229.0,8895.0,16018.0,7074.0,8944.0,19604.0,8650.0,10954.0,13438.0,5922.0,7516.0,13679.0,7104.0,6575.0
D0302,0.0,0.0,INDIA,Puducherry,Urban,Urban,106178.0,46716.0,59462.0,5474.0,2522.0,2952.0,21194.0,9406.0,11788.0,18005.0,7803.0,10202.0,23499.0,9916.0,13583.0,23755.0,10403.0,13352.0,14251.0,6666.0,7585.0
D0302,0.0,0.0,INDIA,Andaman & Nicobar Islands,Total,Total,20700.0,9411.0,11289.0,2135.0,1046.0,1089.0,6757.0,2928.0,3829.0,3993.0,1790.0,2203.0,3334.0,1495.0,1839.0,2475.0,1158.0,1317.0,2006.0,994.0,1012.0
D0302,0.0,0.0,INDIA,Andaman & Nicobar Islands,Total,Rural,7372.0,3356.0,4016.0,749.0,406.0,343.0,1862.0,828.0,1034.0,1480.0,638.0,842.0,1444.0,596.0,848.0,1046.0,450.0,596.0,791.0,438.0,353.0
D0302,0.0,0.0,INDIA,Andaman & Nicobar Islands,Total,Urban,13328.0,6055.0,7273.0,1386.0,640.0,746.0,4895.0,2100.0,2795.0,2513.0,1152.0,1361.0,1890.0,899.0,991.0,1429.0,708.0,721.0,1215.0,556.0,659.0
D0302,0.0,0.0,INDIA,Andaman & Nicobar Islands,Rural,Total,5388.0,2347.0,3041.0,475.0,242.0,233.0,1511.0,653.0,858.0,1099.0,479.0,620.0,1039.0,421.0,618.0,929.0,386.0,543.0,335.0,166.0,169.0
D0302,0.0,0.0,INDIA,Andaman & Nicobar Islands,Rural,Rural,2968.0,1196.0,1772.0,271.0,134.0,137.0,694.0,272.0,422.0,642.0,267.0,375.0,651.0,240.0,411.0,522.0,185.0,337.0,188.0,98.0,90.0
