Table name,State,District,Area Name,Last residence,"Last residence
Total/Rural/Urban/Country","Place of enumeration
Total/Rural/Urban",Total migrants-Persons,Total migrants-Males,Total migrants-Females,Duration (<1 year)-Persons,Duration (<1 year)-Males,Duration (<1 year)-Females,Duration (1-4 years)-Persons,Duration (1-4 years)-Males,Duration (1-4 years)-Females,Duration (5-9 years)-Persons,Duration (5-9 years)-Males,Duration (5-9 years)-Females,Duration (10-19 years)-Persons,Duration (10-19 years)-Males,Duration (10-19 years)-Females,Duration (20+ years)-Persons,Duration (20+ years)-Males,Duration (20+ years)-Females,Duration (not stated)-Persons,Duration (not stated)-Males,Duration (not stated)-Females
D0302,0.0,0.0,INDIA,Arunachal Pradesh,Urban,Urban,10216.0,5269.0,4947.0,961.0,492.0,469.0,3410.0,1698.0,1712.0,2077.0,1074.0,1003.0,2026.0,1041.0,985.0,1154.0,652.0,502.0,588.0,312.0,276.0
D0302,0.0,0.0,INDIA,Nagaland,Total,Total,45734.0,21045.0,24689.0,3755.0,2172.0,1583.0,11751.0,5302.0,6449.0,7961.0,3418.0,4543.0,10382.0,4571.0,5811.0,7337.0,3360.0,3977.0,4548.0,2222.0,2326.0
D0302,0.0,0.0,INDIA,Nagaland,Total,Rural,24489.0,10978.0,13511.0,2030.0,1247.0,783.0,5459.0,2304.0,3155.0,4374.0,1806.0,2568.0,5938.0,2518.0,3420.0,3971.0,1748.0,2223.0,2717.0,1355.0,1362.0
D0302,0.0,0.0,INDIA,Nagaland,Total,Urban,21245.0,10067.0,11178.0,1725.0,925.0,800.0,6292.0,2998.0,3294.0,3587.0,1612.0,1975.0,4444.0,2053.0,2391.0,3366.0,1612.0,1754.0,1831.0,867.0,964.0
D0302,0.0,0.0,INDIA,Nagaland,Rural,Total,18970.0,8433.0,10537.0,1358.0,793.0,565.0,4669.0,2094.0,2575.0,3404.0,1424.0,1980.0,4742.0,2027.0,2715.0,3299.0,1398.0,1901.0,1498.0,697.0,801.0
D0302,0.0,0.0,INDIA,Nagaland,Rural,Rural,14021.0,6030.0,7991.0,944.0,561.0,383.0,3089.0,1280.0,1809.0,2539.0,1012.0,1527.0,3726.0,1561.0,2165.0,2528.0,1054.0,1474.0,1195.0,562.0,633.0
D0302,0.0,0.0,INDIA,Nagaland,Rural,Urban,4949.0,2403.0,2546.0,414.0,232.0,182.0,1580.0,814.0,766.0,865.0,412.0,453.0,1016.0,466.0,550.0,771.0,344.0,427.0,303.0,135.0,168.0
D0302,0.0,0.0,INDIA,Nagaland,Urban,Total,24051.0,11295.0,12756.0,2219.0,1279.0,940.0,6684.0,3042.0,3642.0,4264.0,1863.0,2401.0,5292.0,2388.0,2904.0,3754.0,1841.0,1913.0,1838.0,882.0,956.0
D0302,0.0,0.0,INDIA,Nagaland,Urban,Rural,8924.0,4204.0,4720.0,981.0,620.0,361.0,2192.0,958.0,1234.0,1672.0,721.0,951.0,2022.0,873.0,1149.0,1290.0,638.0,652.0,767.0,394.0,373.0
D0302,0.0,0.0,INDIA,Nagaland,Urban,Urban,15127.0,7091.0,8036.0,1238.0,659.0,579.0,4492.0,2084.0,2408.0,2592.0,1142.0,1450.0,3270.0,1515.0,1755.0,2464.0,1203.0,1261.0,1071.0,488.0,583.0
D0302,0.0,0.0,INDIA,Manipur,Total,Total,75751.0,37453.0,38298.0,7182.0,3807.0,3375.0,22675.0,11078.0,11597.0,13319.0,6528.0,6791.0,15445.0,7461.0,7984.0,11370.0,5477.0,5893.0,5760.0,3102.0,2658.0
D0302,0.0,0.0,INDIA,Manipur,Total,Rural,25119.0,12195.0,12924.0,2260.0,1341.0,919.0,5700.0,2676.0,3024.0,4118.0,1943.0,2175.0,5845.0,2734.0,3111.0,5368.0,2452.0,2916.0,1828.0,1049.0,779.0
D0302,0.0,0.0,INDIA,Manipur,Total,Urban,50632.0,25258.0,25374.0,4922.0,2466.0,2456.0,16975.0,8402.0,8573.0,9201.0,4585.0,4616.0,9600.0,4727.0,4873.0,6002.0,3025.0,2977.0,3932.0,2053.0,1879.0
D0302,0.0,0.0,INDIA,Manipur,Rural,Total,39327.0,19344.0,19983.0,3381.0,1791.0,1590.0,10725.0,5232.0,5493.0,6954.0,3432.0,3522.0,9325.0,4516.0,4809.0,7199.0,3474.0,3725.0,1743.0,899.0,844.0
D0302,0.0,0.0,INDIA,Manipur,Rural,Rural,17894.0,8550.0,9344.0,1282.0,713.0,569.0,3711.0,1734.0,1977.0,3013.0,1427.0,1586.0,4717.0,2219.0,2498.0,4408.0,2039.0,2369.0,763.0,418.0,345.0
D0302,0.0,0.0,INDIA,Manipur,Rural,Urban,21433.0,10794.0,10639.0,2099.0,1078.0,1021.0,7014.0,3498.0,3516.0,3941.0,2005.0,1936.0,4608.0,2297.0,2311.0,2791.0,1435.0,1356.0,980.0,481.0,499.0
D0302,0.0,0.0,INDIA,Manipur,Urban,Total,31129.0,15365.0,15764.0,3156.0,1621.0,1535.0,10936.0,5395.0,5541.0,5768.0,2814.0,2954.0,5571.0,2697.0,2874.0,3596.0,1771.0,1825.0,2102.0,1067.0,1035.0
D0302,0.0,0.0,INDIA,Manipur,Urban,Rural,5329.0,2597.0,2732.0,733.0,414.0,319.0,1732.0,835.0,897.0,896.0,435.0,461.0,908.0,414.0,494.0,689.0,314.0,375.0,371.0,185.0,186.0
D0302,0.0,0.0,INDIA,Manipur,Urban,Urban,25800.0,12768.0,13032.0,2423.0,1207.0,1216.0,9204.0,4560.0,4644.0,4872.0,2379.0,2493.0,4663.0,2283.0,2380.0,2907.0,1457.0,1450.0,1731.0,882.0,849.0
D0302,0.0,0.0,INDIA,Mizoram,Total,Total,30365.0,14839.0,15526.0,1643.0,851.0,792.0,5282.0,2632.0,2650.0,2177.0,928.0,1249.0,17118.0,8438.0,8680.0,2405.0,1108.0,1297.0,1740.0,882.0,858.0
D0302,0.0,0.0,INDIA,Mizoram,Total,Rural,22691.0,11247.0,11444.0,659.0,378.0,281.0,2488.0,1257.0,1231.0,990.0,407.0,583.0,16234.0,8062.0,8172.0,1268.0,587.0,681.0,1052.0,556.0,496.0
D0302,0.0,0.0,INDIA,Mizoram,Total,Urban,7674.0,3592.0,4082.0,984.0,473.0,511.0,2794.0,1375.0,1419.0,1187.0,521.0,666.0,884.0,376.0,508.0,1137.0,521.0,616.0,688.0,326.0,362.0
D0302,0.0,0.0,INDIA,Mizoram,Rural,Total,22263.0,11044.0,11219.0,615.0,327.0,288.0,2630.0,1365.0,1265.0,945.0,377.0,568.0,15932.0,7953.0,7979.0,1418.0,665.0,753.0,723.0,357.0,366.0
D0302,0.0,0.0,INDIA,Mizoram,Rural,Rural,19944.0,9946.0,9998.0,345.0,193.0,152.0,1812.0,945.0,867.0,618.0,240.0,378.0,15656.0,7840.0,7816.0,951.0,444.0,507.0,562.0,284.0,278.0
D0302,0.0,0.0,INDIA,Mizoram,Rural,Urban,2319.0,1098.0,1221.0,270.0,134.0,136.0,818.0,420.0,398.0,327.0,137.0,190.0,276.0,113.0,163.0,467.0,221.0,246.0,161.0,73.0,88.0
D0302,0.0,0.0,INDIA,Mizoram,Urban,Total,6392.0,2908.0,3484.0,924.0,465.0,459.0,2250.0,1018.0,1232.0,1086.0,488.0,598.0,816.0,329.0,487.0,832.0,374.0,458.0,484.0,234.0,250.0
D0302,0.0,0.0,INDIA,Mizoram,Urban,Rural,1687.0,783.0,904.0,256.0,149.0,107.0,532.0,249.0,283.0,265.0,124.0,141.0,259.0,85.0,174.0,233.0,105.0,128.0,142.0,71.0,71.0
D0302,0.0,0.0,INDIA,Mizoram,Urban,Urban,4705.0,2125.0,2580.0,668.0,316.0,352.0,1718.0,769.0,949.0,821.0,364.0,457.0,557.0,244.0,313.0,599.0,269.0,330.0,342.0,163.0,179.0
D0302,0.0,0.0,INDIA,Tripura,Total,Total,85862.0,39627.0,46235.0,4994.0,2647.0,2347.0,14303.0,6641.0,7662.0,10764.0,4536.0,6228.0,18067.0,7805.0,10262.0,32720.0,15545.0,17175.0,5014.0,2453.0,2561.0
D0302,0.0,0.0,INDIA,Tripura,Total,Rural,35260.0,13510.0,21750.0,2793.0,1480.0,1313.0,5476.0,2076.0,3400.0,3938.0,1121.0,2817.0,7057.0,2306.0,4751.0,14296.0,5709.0,8587.0,1700.0,818.0,882.0
D0302,0.0,0.0,INDIA,Tripura,Total,Urban,50602.0,26117.0,24485.0,2201.0,1167.0,1034.0,8827.0,4565.0,4262.0,6826.0,3415.0,3411.0,11010.0,5499.0,5511.0,18424.0,9836.0,8588.0,3314.0,1635.0,1679.0
D0302,0.0,0.0,INDIA,Tripura,Rural,Total,45538.0,20159.0,25379.0,3070.0,1601.0,1469.0,7348.0,3284.0,4064.0,5489.0,2064.0,3425.0,9732.0,3968.0,5764.0,18405.0,8546.0,9859.0,1494.0,696.0,798.0
D0302,0.0,0.0,INDIA,Tripura,Rural,Rural,27177.0,10207.0,16970.0,2330.0,1197.0,1133.0,4348.0,1621.0,2727.0,3005.0,784.0,2221.0,5524.0,1771.0,3753.0,11197.0,4492.0,6705.0,773.0,342.0,431.0
D0302,0.0,0.0,INDIA,Tripura,Rural,Urban,18361.0,9952.0,8409.0,740.0,404.0,336.0,3000.0,1663.0,1337.0,2484.0,1280.0,1204.0,4208.0,2197.0,2011.0,7208.0,4054.0,3154.0,721.0,354.0,367.0
D0302,0.0,0.0,INDIA,Tripura,Urban,Total,35225.0,17065.0,18160.0,1550.0,803.0,747.0,6299.0,3102.0,3197.0,4883.0,2304.0,2579.0,7545.0,3511.0,4034.0,12803.0,6297.0,6506.0,2145.0,1048.0,1097.0
D0302,0.0,0.0,INDIA,Tripura,Urban,Rural,5975.0,2388.0,3587.0,330.0,181.0,149.0,944.0,404.0,540.0,778.0,285.0,493.0,1183.0,409.0,774.0,2411.0,936.0,1475.0,329.0,173.0,156.0
D0302,0.0,0.0,INDIA,Tripura,Urban,Urban,29250.0,14677.0,14573.0,1220.0,622.0,598.0,5355.0,2698.0,2657.0,4105.0,2019.0,2086.0,6362.0,3102.0,3260.0,10392.0,5361.0,5031.0,1816.0,875.0,941.0
D0302,0.0,0.0,INDIA,Meghalaya,Total,Total,70268.0,30419.0,39849.0,4193.0,2028.0,2165.0,14676.0,6473.0,8203.0,10717.0,4145.0,6572.0,14368.0,5623.0,8745.0,20912.0,9455.0,11457.0,5402.0,2695.0,2707.0
D0302,0.0,0.0,INDIA,Meghalaya,Total,Rural,29026.0,11354.0,17672.0,2119.0,1083.0,1036.0,6059.0,2434.0,3625.0,4620.0,1477.0,3143.0,6055.0,1972.0,4083.0,8141.0,3405.0,4736.0,2032.0,983.0,1049.0
D0302,0.0,0.0,INDIA,Meghalaya,Total,Urban,41242.0,19065.0,22177.0,2074.0,945.0,1129.0,8617.0,4039.0,4578.0,6097.0,2668.0,3429.0,8313.0,3651.0,4662.0,12771.0,6050.0,6721.0,3370.0,1712.0,1658.0
D0302,0.0,0.0,INDIA,Meghalaya,Rural,Total,26203.0,9738.0,16465.0,1561.0,725.0,836.0,5194.0,1851.0,3343.0,4279.0,1349.0,2930.0,5838.0,1884.0,3954.0,8178.0,3432.0,4746.0,1153.0,497.0,656.0
D0302,0.0,0.0,INDIA,Meghalaya,Rural,Rural,19048.0,6590.0,12458.0,1125.0,516.0,609.0,3566.0,1083.0,2483.0,3215.0,915.0,2300.0,4359.0,1288.0,3071.0,6017.0,2474.0,3543.0,766.0,314.0,452.0
D0302,0.0,0.0,INDIA,Meghalaya,Rural,Urban,7155.0,3148.0,4007.0,436.0,209.0,227.0,1628.0,768.0,860.0,1064.0,434.0,630.0,1479.0,596.0,883.0,2161.0,958.0,1203.0,387.0,183.0,204.0
D0302,0.0,0.0,INDIA,Meghalaya,Urban,Total,40746.0,19198.0,21548.0,2459.0,1217.0,1242.0,9029.0,4466.0,4563.0,6083.0,2665.0,3418.0,8147.0,3615.0,4532.0,12106.0,5775.0,6331.0,2922.0,1460.0,1462.0
D0302,0.0,0.0,INDIA,Meghalaya,Urban,Rural,8067.0,3944.0,4123.0,889.0,502.0,387.0,2218.0,1257.0,961.0,1174.0,482.0,692.0,1450.0,612.0,838.0,1745.0,782.0,963.0,591.0,309.0,282.0
D0302,0.0,0.0,INDIA,Meghalaya,Urban,Urban,32679.0,15254.0,17425.0,1570.0,715.0,855.0,6811.0,3209.0,3602.0,4909.0,2183.0,2726.0,6697.0,3003.0,3694.0,10361.0,4993.0,5368.0,2331.0,1151.0,1180.0
D0302,0.0,0.0,INDIA,Assam,Total,Total,659694.0,320401.0,339293.0,53828.0,34225.0,19603.0,150088.0,79244.0,70844.0,101361.0,47204.0,54157.0,139119.0,60836.0,78283.0,173723.0,77844.0,95879.0,41575.0,21048.0,20527.0
D0302,0.0,0.0,INDIA,Assam,Total,Rural,280912.0,123316.0,157596.0,25596.0,17114.0,8482.0,55379.0,26720.0,28659.0,41971.0,16893.0,25078.0,62344.0,23344.0,39000.0,79172.0,31038.0,48134.0,16450.0,8207.0,8243.0
D0302,0.0,0.0,INDIA,Assam,Total,Urban,378782.0,197085.0,181697.0,28232.0,17111.0,11121.0,94709.0,52524.0,42185.0,59390.0,30311.0,29079.0,76775.0,37492.0,39283.0,94551.0,46806.0,47745.0,25125.0,12841.0,12284.0
D0302,0.0,0.0,INDIA,Assam,Rural,Total,371078.0,180878.0,190200.0,32843.0,21770.0,11073.0,82295.0,44772.0,37523.0,57323.0,26667.0,30656.0,82026.0,35352.0,46674.0,102244.0,45174.0,57070.0,14347.0,7143.0,7204.0
D0302,0.0,0.0,INDIA,Assam,Rural,Rural,210936.0,91587.0,119349.0,18921.0,12618.0,6303.0,40851.0,19661.0,21190.0,32074.0,12810.0,19264.0,48549.0,18110.0,30439.0,62747.0,24712.0,38035.0,7794.0,3676.0,4118.0
D0302,0.0,0.0,INDIA,Assam,Rural,Urban,160142.0,89291.0,70851.0,13922.0,9152.0,4770.0,41444.0,25111.0,16333.0,25249.0,13857.0,11392.0,33477.0,17242.0,16235.0,39497.0,20462.0,19035.0,6553.0,3467.0,3086.0
D0302,0.0,0.0,INDIA,Assam,Urban,Total,250306.0,120897.0,129409.0,18351.0,10846.0,7505.0,61210.0,31166.0,30044.0,39924.0,18707.0,21217.0,51564.0,23277.0,28287.0,63326.0,29156.0,34170.0,15931.0,7745.0,8186.0
D0302,0.0,0.0,INDIA,Assam,Urban,Rural,52069.0,23702.0,28367.0,5347.0,3723.0,1624.0,11493.0,5698.0,5795.0,7955.0,3344.0,4611.0,11041.0,4251.0,6790.0,12662.0,4891.0,7771.0,3571.0,1795.0,1776.0
D0302,0.0,0.0,INDIA,Assam,Urban,Urban,198237.0,97195.0,101042.0,13004.0,7123.0,5881.0,49717.0,25468.0,24249.0,31969.0,15363.0,16606.0,40523.0,19026.0,21497.0,50664.0,24265.0,26399.0,12360.0,5950.0,6410.0
D0302,0.0,0.0,INDIA,West Bengal,Total,Total,2405522.0,953641.0,1451881.0,174933.0,110341.0,64592.0,468824.0,226216.0,242608.0,367583.0,150593.0,216990.0,518446.0,179564.0,338882.0,716368.0,217343.0,499025.0,159368.0,69584.0,89784.0
D0302,0.0,0.0,INDIA,West Bengal,Total,Rural,897145.0,202765.0,694380.0,65310.0,42418.0,22892.0,128119.0,40097.0,88022.0,115469.0,22287.0,93182.0,199394.0,30273.0,169121.0,337384.0,49747.0,287637.0,51469.0,17943.0,33526.0
D0302,0.0,0.0,INDIA,West Bengal,Total,Urban,1508377.0,750876.0,757501.0,109623.0,67923.0,41700.0,340705.0,186119.0,154586.0,252114.0,128306.0,123808.0,319052.0,149291.0,169761.0,378984.0,167596.0,211388.0,107899.0,51641.0,56258.0
D0302,0.0,0.0,INDIA,West Bengal,Rural,Total,1150624.0,415794.0,734830.0,90929.0,60123.0,30806.0,217962.0,104501.0,113461.0,175229.0,66306.0,108923.0,255249.0,77085.0,178164.0,366597.0,90716.0,275881.0,44658.0,17063.0,27595.0
D0302,0.0,0.0,INDIA,West Bengal,Rural,Rural,621128.0,125985.0,495143.0,42545.0,27199.0,15346.0,86480.0,24738.0,61742.0,80409.0,13229.0,67180.0,140905.0,18994.0,121911.0,247738.0,35432.0,212306.0,23051.0,6393.0,16658.0
D0302,0.0,0.0,INDIA,West Bengal,Rural,Urban,529496.0,289809.0,239687.0,48384.0,32924.0,15460.0,131482.0,79763.0,51719.0,94820.0,53077.0,41743.0,114344.0,58091.0,56253.0,118859.0,55284.0,63575.0,21607.0,10670.0,10937.0
D0302,0.0,0.0,INDIA,West Bengal,Urban,Total,1149286.0,491552.0,657734.0,77110.0,45720.0,31390.0,235873.0,114347.0,121526.0,181946.0,80155.0,101791.0,248830.0,97377.0,151453.0,327692.0,119845.0,207847.0,77835.0,34108.0,43727.0
D0302,0.0,0.0,INDIA,West Bengal,Urban,Rural,234768.0,64045.0,170723.0,20096.0,13546.0,6550.0,36818.0,13726.0,23092.0,31224.0,8225.0,22999.0,52583.0,10329.0,42254.0,78795.0,12588.0,66207.0,15252.0,5631.0,9621.0
D0302,0.0,0.0,INDIA,West Bengal,Urban,Urban,914518.0,427507.0,487011.0,57014.0,32174.0,24840.0,199055.0,100621.0,98434.0,150722.0,71930.0,78792.0,196247.0,87048.0,109199.0,248897.0,107257.0,141640.0,62583.0,28477.0,34106.0
D0302,0.0,0.0,INDIA,Jharkhand,Total,Total,1704827.0,571981.0,1132846.0,132540.0,79066.0,53474.0,302235.0,125796.0,176439.0,257129.0,87062.0,170067.0,379139.0,108817.0,270322.0,511422.0,125733.0,385689.0,122362.0,45507.0,76855.0
D0302,0.0,0.0,INDIA,Jharkhand,Total,Rural,880351.0,179201.0,701150.0,77435.0,45589.0,31846.0,122635.0,32099.0,90536.0,114939.0,18232.0,96707.0,193086.0,25278.0,167808.0,312029.0,40868.0,271161.0,60227.0,17135.0,43092.0
D0302,0.0,0.0,INDIA,Jharkhand,Total,Urban,824476.0,392780.0,431696.0,55105.0,33477.0,21628.0,179600.0,93697.0,85903.0,142190.0,68830.0,73360.0,186053.0,83539.0,102514.0,199393.0,84865.0,114528.0,62135.0,28372.0,33763.0
D0302,0.0,0.0,INDIA,Jharkhand,Rural,Total,1149738.0,361659.0,788079.0,98569.0,60513.0,38056.0,187732.0,75573.0,112159.0,168638.0,53707.0,114931.0,261393.0,69492.0,191901.0,379193.0,84452.0,294741.0,54213.0,17922.0,36291.0
D0302,0.0,0.0,INDIA,Jharkhand,Rural,Rural,732024.0,141595.0,590429.0,66803.0,39502.0,27301.0,99249.0,24539.0,74710.0,94614.0,13980.0,80634.0,162881.0,20197.0,142684.0,273483.0,34799.0,238684.0,34994.0,8578.0,26416.0
D0302,0.0,0.0,INDIA,Jharkhand,Rural,Urban,417714.0,220064.0,197650.0,31766.0,21011.0,10755.0,88483.0,51034.0,37449.0,74024.0,39727.0,34297.0,98512.0,49295.0,49217.0,105710.0,49653.0,56057.0,19219.0,9344.0,9875.0
D0302,0.0,0.0,INDIA,Jharkhand,Urban,Total,472153.0,179271.0,292882.0,28981.0,15655.0,13326.0,104054.0,45856.0,58198.0,79975.0,30314.0,49661.0,106357.0,35798.0,70559.0,115289.0,36241.0,79048.0,37497.0,15407.0,22090.0
D0302,0.0,0.0,INDIA,Jharkhand,Urban,Rural,105771.0,26369.0,79402.0,7808.0,4545.0,3263.0,19039.0,6453.0,12586.0,16654.0,3642.0,13012.0,24852.0,4344.0,20508.0,29332.0,4687.0,24645.0,8086.0,2698.0,5388.0
D0302,0.0,0.0,INDIA,Jharkhand,Urban,Urban,366382.0,152902.0,213480.0,21173.0,11110.0,10063.0,85015.0,39403.0,45612.0,63321.0,26672.0,36649.0,81505.0,31454.0,50051.0,85957.0,31554.0,54403.0,29411.0,12709.0,16702.0
D0302,0.0,0.0,INDIA,Odisha,Total,Total,1271121.0,601500.0,669621.0,104896.0,62879.0,42017.0,300777.0,166113.0,134664.0,219841.0,111242.0,108599.0,255401.0,110647.0,144754.0,311525.0,112050.0,199475.0,78681.0,38569.0,40112.0
D0302,0.0,0.0,INDIA,Odisha,Total,Rural,451886.0,127156.0,324730.0,47209.0,26860.0,20349.0,85106.0,34956.0,50150.0,63661.0,16716.0,46945.0,88922.0,17092.0,71830.0,142611.0,21876.0,120735.0,24377.0,9656.0,14721.0
D0302,0.0,0.0,INDIA,Odisha,Total,Urban,819235.0,474344.0,344891.0,57687.0,36019.0,21668.0,215671.0,131157.0,84514.0,156180.0,94526.0,61654.0,166479.0,93555.0,72924.0,168914.0,90174.0,78740.0,54304.0,28913.0,25391.0
D0302,0.0,0.0,INDIA,Odisha,Rural,Total,866338.0,403397.0,462941.0,73307.0,44395.0,28912.0,197235.0,111180.0,86055.0,149326.0,75952.0,73374.0,180399.0,77138.0,103261.0,233316.0,79087.0,154229.0,32755.0,15645.0,17110.0
D0302,0.0,0.0,INDIA,Odisha,Rural,Rural,377637.0,99505.0,278132.0,38816.0,21703.0,17113.0,68410.0,27211.0,41199.0,52880.0,13156.0,39724.0,76166.0,13737.0,62429.0,127707.0,18660.0,109047.0,13658.0,5038.0,8620.0
D0302,0.0,0.0,INDIA,Odisha,Rural,Urban,488701.0,303892.0,184809.0,34491.0,22692.0,11799.0,128825.0,83969.0,44856.0,96446.0,62796.0,33650.0,104233.0,63401.0,40832.0,105609.0,60427.0,45182.0,19097.0,10607.0,8490.0
D0302,0.0,0.0,INDIA,Odisha,Urban,Total,332109.0,160333.0,171776.0,26025.0,14995.0,11030.0,88794.0,46233.0,42561.0,60024.0,29358.0,30666.0,65345.0,28967.0,36378.0,65380.0,27772.0,37608.0,26541.0,13008.0,13533.0
D0302,0.0,0.0,INDIA,Odisha,Urban,Rural,51198.0,19805.0,31393.0,6185.0,3886.0,2299.0,12942.0,6110.0,6832.0,8319.0,2897.0,5422.0,9942.0,2771.0,7171.0,9974.0,2416.0,7558.0,3836.0,1725.0,2111.0
D0302,0.0,0.0,INDIA,Odisha,Urban,Urban,280911.0,140528.0,140383.0,19840.0,11109.0,8731.0,75852.0,40123.0,35729.0,51705.0,26461.0,25244.0,55403.0,26196.0,29207.0,55406.0,25356.0,30050.0,22705.0,11283.0,11422.0
D0302,0.0,0.0,INDIA,Chhattisgarh,Total,Total,693632.0,250187.0,443445.0,91313.0,47552.0,43761.0,119036.0,46615.0,72421.0,94036.0,31652.0,62384.0,140063.0,44795.0,95268.0,196466.0,56340.0,140126.0,52718.0,23233.0,29485.0
D0302,0.0,0.0,INDIA,Chhattisgarh,Total,Rural,339541.0,95613.0,243928.0,61777.0,32113.0,29664.0,46782.0,14081.0,32701.0,40941.0,9621.0,31320.0,60279.0,11686.0,48593.0,105198.0,17783.0,87415.0,24564.0,10329.0,14235.0
D0302,0.0,0.0,INDIA,Chhattisgarh,Total,Urban,354091.0,154574.0,199517.0,29536.0,15439.0,14097.0,72254.0,32534.0,39720.0,53095.0,22031.0,31064.0,79784.0,33109.0,46675.0,91268.0,38557.0,52711.0,28154.0,12904.0,15250.0
D0302,0.0,0.0,INDIA,Chhattisgarh,Rural,Total,459764.0,160078.0,299686.0,71686.0,37652.0,34034.0,71071.0,26608.0,44463.0,59768.0,19225.0,40543.0,93431.0,28710.0,64721.0,140604.0,37862.0,102742.0,23204.0,10021.0,13183.0
D0302,0.0,0.0,INDIA,Chhattisgarh,Rural,Rural,284295.0,76777.0,207518.0,54097.0,28130.0,25967.0,37237.0,10636.0,26601.0,34014.0,7696.0,26318.0,51637.0,9602.0,42035.0,93351.0,15146.0,78205.0,13959.0,5567.0,8392.0
D0302,0.0,0.0,INDIA,Chhattisgarh,Rural,Urban,175469.0,83301.0,92168.0,17589.0,9522.0,8067.0,33834.0,15972.0,17862.0,25754.0,11529.0,14225.0,41794.0,19108.0,22686.0,47253.0,22716.0,24537.0,9245.0,4454.0,4791.0
D0302,0.0,0.0,INDIA,Chhattisgarh,Urban,Total,197398.0,76075.0,121323.0,15027.0,7662.0,7365.0,43907.0,18573.0,25334.0,31149.0,11474.0,19675.0,42637.0,14903.0,27734.0,49593.0,16869.0,32724.0,15085.0,6594.0,8491.0
D0302,0.0,0.0,INDIA,Chhattisgarh,Urban,Rural,34676.0,11931.0,22745.0,4257.0,2370.0,1887.0,7594.0,2899.0,4695.0,5293.0,1586.0,3707.0,6674.0,1747.0,4927.0,8107.0,2016.0,6091.0,2751.0,1313.0,1438.0
D0302,0.0,0.0,INDIA,Chhattisgarh,Urban,Urban,162722.0,64144.0,98578.0,10770.0,5292.0,5478.0,36313.0,15674.0,20639.0,25856.0,9888.0,15968.0,35963.0,13156.0,22807.0,41486.0,14853.0,26633.0,12334.0,5281.0,7053.0
D0302,0.0,0.0,INDIA,Madhya Pradesh,Total,Total,2979492.0,997949.0,1981543.0,215898.0,112002.0,103896.0,551384.0,218951.0,332433.0,451546.0,157262.0,294284.0,648522.0,195086.0,453436.0,906226.0,233735.0,672491.0,205916.0,80913.0,125003.0
D0302,0.0,0.0,INDIA,Madhya Pradesh,Total,Rural,1348654.0,287842.0,1060812.0,105119.0,52325.0,52794.0,213802.0,58766.0,155036.0,187190.0,39518.0,147672.0,297014.0,50620.0,246394.0,466537.0,60828.0,405709.0,78992.0,25785.0,53207.0
D0302,0.0,0.0,INDIA,Madhya Pradesh,Total,Urban,1630838.0,710107.0,920731.0,110779.0,59677.0,51102.0,337582.0,160185.0,177397.0,264356.0,117744.0,146612.0,351508.0,144466.0,207042.0,439689.0,172907.0,266782.0,126924.0,55128.0,71796.0
D0302,0.0,0.0,INDIA,Madhya Pradesh,Rural,Total,1829629.0,567305.0,1262324.0,146287.0,77770.0,68517.0,327103.0,126231.0,200872.0,275788.0,90660.0,185128.0,411013.0,113446.0,297567.0,588429.0,130321.0,458108.0,81009.0,28877.0,52132.0
D0302,0.0,0.0,INDIA,Madhya Pradesh,Rural,Rural,1107041.0,217234.0,889807.0,85866.0,42546.0,43320.0,170934.0,44474.0,126460.0,152888.0,29850.0,123038.0,249600.0,39184.0,210416.0,402871.0,49023.0,353848.0,44882.0,12157.0,32725.0
D0302,0.0,0.0,INDIA,Madhya Pradesh,Rural,Urban,722588.0,350071.0,372517.0,60421.0,35224.0,25197.0,156169.0,81757.0,74412.0,122900.0,60810.0,62090.0,161413.0,74262.0,87151.0,185558.0,81298.0,104260.0,36127.0,16720.0,19407.0
D0302,0.0,0.0,INDIA,Madhya Pradesh,Urban,Total,1004789.0,378102.0,626687.0,60649.0,29730.0,30919.0,204339.0,85326.0,119013.0,160122.0,61501.0,98621.0,218178.0,76205.0,141973.0,288678.0,96394.0,192284.0,72823.0,28946.0,43877.0
D0302,0.0,0.0,INDIA,Madhya Pradesh,Urban,Rural,170015.0,51305.0,118710.0,14422.0,7567.0,6855.0,33607.0,11994.0,21613.0,26607.0,8046.0,18561.0,37267.0,9645.0,27622.0,47233.0,9709.0,37524.0,10879.0,4344.0,6535.0
D0302,0.0,0.0,INDIA,Madhya Pradesh,Urban,Urban,834774.0,326797.0,507977.0,46227.0,22163.0,24064.0,170732.0,73332.0,97400.0,133515.0,53455.0,80060.0,180911.0,66560.0,114351.0,241445.0,86685.0,154760.0,61944.0,24602.0,37342.0
D0302,0.0,0.0,INDIA,Gujarat,Total,Total,1571862.0,685510.0,886352.0,105752.0,64401.0,41351.0,247151.0,107004.0,140147.0,204635.0,83170.0,121465.0,299997.0,115712.0,184285.0,608439.0,264805.0,343634.0,105888.0,50418.0,55470.0
D0302,0.0,0.0,INDIA,Gujarat,Total,Rural,350323.0,116397.0,233926.0,52847.0,37467.0,15380.0,60190.0,21461.0,38729.0,47880.0,13308.0,34572.0,66453.0,15228.0,51225.0,95549.0,16096.0,79453.0,27404.0,12837.0,14567.0
